,Unnamed: 0,Unnamed: 0.1,index,season,team,description,gamestate,statF,timeF,shotsF,goalsF,xGF,shotsA,goalsA,xGA,xGD,xGF90,xGA90,team_id
70,70,0,Goal diff +1,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,787,125,10,13.338257074356079,118.0,14.0,11.692836361005902,1.6454207133501768,1.5253407073596534,1.3371731543717045,87
71,71,1,Goal diff -1,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,469,76,3,3.8215369544923306,38.0,9.0,5.43029713165015,-1.6087601771578193,0.733343978474008,1.0420612832590903,87
72,72,2,Goal diff 0,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1875,309,32,29.856693921610713,197.0,15.0,17.844593033194542,12.012100888416171,1.4331213082373142,0.8565404655933381,87
73,73,3,Goal diff < -1,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,243,48,5,5.295334257185459,35.0,8.0,4.673372557386756,0.6219616997987032,1.9612349100686883,1.7308787249580575,87
74,74,4,Goal diff > +1,2014,Liverpool,Liverpool xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,195,36,2,3.884121315553784,29.0,2.0,1.822432279586792,2.0616890359669924,1.7926713764094389,0.8411225905785195,87
75,75,0,Goal diff +1,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,922,181,22,24.170733211562037,131.0,10.0,11.783333072438836,12.3874001391232,2.3593991204344724,1.1502168942727715,88
76,76,1,Goal diff -1,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,395,90,9,7.77146764472127,35.0,4.0,3.8467997815459967,3.924667863175273,1.7707141468985168,0.8764860261750371,88
77,77,2,Goal diff 0,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1689,291,34,31.27895417623222,147.0,16.0,18.62711779773236,12.651836378499866,1.6667293521970987,0.9925640034315641,88
78,78,3,Goal diff < -1,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,77,15,3,1.0675942907109857,7.0,1.0,0.7255715187638998,0.34202277194708586,1.2478374826492042,0.8480706063474154,88
79,79,4,Goal diff > +1,2014,Manchester_City,Manchester City xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,486,94,15,13.73084386717528,70.0,7.0,9.40190804982558,4.328935817349701,2.542748864291718,1.741094083301033,88
80,80,0,Goal diff +1,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,768,105,17,11.92897107359022,95.0,9.0,10.885206907056274,1.043764166533947,1.3979262976863538,1.2756101844206569,89
81,81,1,Goal diff -1,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,432,99,8,9.862119602970779,37.0,2.0,4.221298486925663,5.640821116045117,2.0546082506189123,0.8794371847761795,89
82,82,2,Goal diff 0,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1931,245,29,25.55145832430572,194.0,16.0,20.34970745351165,5.201750870794059,1.190901734431649,0.948458659148653,89
83,83,3,Goal diff < -1,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Goal diff < -1,Goal diff < -1,62,10,0,0.4132868843153119,6.0,1.0,0.5293604619801044,-0.11607357766479255,0.5999325740060979,0.7684264770678936,89
84,84,4,Goal diff > +1,2014,Manchester_United,Manchester United xG stats for the 2014/2015 season ,Goal diff > +1,Goal diff > +1,385,56,8,9.496382000856102,51.0,9.0,5.4487723428756,4.047609657980503,2.2199334547455822,1.2737389892436468,89
85,85,0,Goal diff +1,2014,Hull,Hull xG stats for the 2014/2015 season ,Goal diff +1,Goal diff +1,576,66,6,6.0566833363845936,109.0,9.0,8.501917780376969,-2.4452344439923763,0.9463567713100928,1.3284246531839017,91
86,86,1,Goal diff -1,2014,Hull,Hull xG stats for the 2014/2015 season ,Goal diff -1,Goal diff -1,697,88,5,6.469300143420696,79.0,13.0,8.889892635867,-2.4205924924463043,0.8353472208147241,1.1479057922927258,91
87,87,2,Goal diff 0,2014,Hull,Hull xG stats for the 2014/2015 season ,Goal diff 0,Goal diff 0,1940,226,17,16.248503657989204,253.0,24.0,22.3681997009553,-6.119696042966098,0.7537965614531074,1.0376999861267924,91
